# Time-averaged data for fix adsorption_analysis
# TimeStep c_avg_site_ca c_avg_site_p c_avg_site_o c_avg_site_h c_count_strong_sites c_count_medium_sites c_count_weak_sites
89400 0 0 1 0 0 0 1
89500 0 0 1 0 0 0 1
89600 0 0 1 0 0 0 1
89700 0 0 1 0 0 0 1
89800 0 0 1 0 0 0 1
89900 0 0 1 0 0 0 1
90000 0 0 1 0 0 0 1
90100 0 0 1 0 0 0 1
90200 0 0 1 0 0 0 1
90300 0 0 1 0 0 0 1
90400 0 0 1 0 0 0 1
90500 0 0 1 0 0 0 1
90600 0 0 1 0 0 0 1
90700 0 0 1 0 0 0 1
90800 0 0 1 0 0 0 1
90900 0 0 1 0 0 0 1
91000 0 0 1 0 0 0 1
91100 0 0 2 0 0 0 1
91200 0 0 2 0 0 0 1
91300 0 0 1 0 0 0 1
91400 0 0 1 0 0 0 1
91500 0 0 1 0 0 0 1
91600 0 0 1 0 0 0 1
91700 0 0 1 0 0 0 1
91800 0 0 1 0 0 0 1
91900 0 0 1 0 0 0 1
92000 0 0 1 0 0 0 1
92100 0 0 1 0 0 0 1
92200 0 0 1 0 0 0 1
92300 0 0 1 0 0 0 1
92400 0 0 1 0 0 0 1
92500 0 0 1 0 0 0 1
92600 0 0 1 0 0 0 1
92700 0 0 1 0 0 0 1
92800 0 0 1 0 0 0 1
92900 0 0 1 0 0 0 1
93000 0 0 1 0 0 0 1
93100 0 0 1 0 0 0 1
93200 0 0 1 0 0 0 1
93300 0 0 1 0 0 0 1
93400 0 0 1 0 0 0 1
93500 0 0 1 0 0 0 1
93600 0 0 1 0 0 0 1
93700 0 0 1 0 0 0 1
93800 0 0 1 0 0 0 1
